ideCadastro,codOrcamento,condicao,matricula,idParlamentar,nome,nomeParlamentar,urlFoto,sexo,uf,partido,gabinete,anexo,fone,email,comissoes/titular,comissoes/suplente
74574,3568,Titular,214,5830592,PAULO SÉRGIO PARANHOS DE MAGALHÃES,PAULO MAGALHÃES,http://www.camara.gov.br/internet/deputado/bandep/74574.jpg,masculino,BA,PSD,903,4,3215-5903,dep.paulomagalhaes@camara.gov.br,,
166402,2935,Titular,431,5830735,MAGDA MOFATTO HON,MAGDA MOFATTO,http://www.camara.gov.br/internet/deputado/bandep/166402.jpg,feminino,GO,PR,934,4,3215-5934,dep.magdamofatto@camara.gov.br,,
178853,3062,Titular,196,5830486,LUIZ CARLOS CAETANO,CAETANO,http://www.camara.gov.br/internet/deputado/bandep/178853.jpg,masculino,BA,PT,415,4,3215-5415,dep.caetano@camara.gov.br,,
73720,1881,Titular,479,5830492,César Antonio de Souza,CESAR SOUZA,http://www.camara.gov.br/internet/deputado/bandep/73720.jpg,masculino,SC,PSD,609,4,3215-5609,dep.cesarsouza@camara.gov.br,,
178949,3784,Titular,126,5830392,ZENAIDE MAIA CALADO PEREIRA DOS SANTOS,ZENAIDE MAIA,http://www.camara.gov.br/internet/deputado/bandep/178949.jpg,feminino,RN,PR,439,4,3215-5439,dep.zenaidemaia@camara.gov.br,,
74378,1963,Titular,443,5830386,ASSIS MIGUEL DO COUTO,ASSIS DO COUTO,http://www.camara.gov.br/internet/deputado/bandep/74378.jpg,masculino,PR,PDT,428,4,3215-5428,dep.assisdocouto@camara.gov.br,,
160674,2712,Titular,132,5830343,HUGO MOTTA WANDERLEY DA NÓBREGA,HUGO MOTTA,http://www.camara.gov.br/internet/deputado/bandep/160674.jpg,masculino,PB,PMDB,237,4,3215-5237,dep.hugomotta@camara.gov.br,,
178871,3093,Titular,274,5830535,EVAIR VIEIRA DE MELO,EVAIR VIEIRA DE MELO,http://www.camara.gov.br/internet/deputado/bandep/178871.jpg,masculino,ES,PV,443,4,3215-5443,dep.evairvieirademelo@camara.gov.br,,
160653,2816,Titular,385,5830784,ROBERTO ALVES DE LUCENA,ROBERTO DE LUCENA,http://www.camara.gov.br/internet/deputado/bandep/160653.jpg,masculino,SP,PV,235,4,3215-5235,dep.robertodelucena@camara.gov.br,,
74862,1334,Titular,317,5830684,MIRO TEIXEIRA,MIRO TEIXEIRA,http://www.camara.gov.br/internet/deputado/bandep/74862.jpg,masculino,RJ,REDE,270,3,3215-5270,dep.miroteixeira@camara.gov.br,,
141488,2534,Titular,376,5830635,LUIZ PAULO TEIXEIRA FERREIRA,PAULO TEIXEIRA,http://www.camara.gov.br/internet/deputado/bandep/141488.jpg,masculino,SP,PT,281,3,3215-5281,dep.pauloteixeira@camara.gov.br,,
74010,1063,Titular,489,5830406,VALDIR COLATTO,VALDIR COLATTO,http://www.camara.gov.br/internet/deputado/bandep/74010.jpg,masculino,SC,PMDB,516,4,3215-5516,dep.valdircolatto@camara.gov.br,,
178889,3781,Titular,86,5830644,JOSÉ CARLOS NUNES JÚNIOR,ZÉ CARLOS,http://www.camara.gov.br/internet/deputado/bandep/178889.jpg,masculino,MA,PT,748,4,3215-5748,dep.zecarlos@camara.gov.br,,
73433,3135,Titular,336,5830761,ARLINDO CHIGNALIA JUNIOR,ARLINDO CHINAGLIA,http://www.camara.gov.br/internet/deputado/bandep/73433.jpg,masculino,SP,PT,4,1,3215-5966,dep.arlindochinaglia@camara.gov.br,,
178984,3729,Titular,377,5830360,MIGUEL MOUBADDA HADDAD,MIGUEL HADDAD,http://www.camara.gov.br/internet/deputado/bandep/178984.jpg,masculino,SP,PSDB,250,4,3215-5250,dep.miguelhaddad@camara.gov.br,,
144523,3081,Titular,420,5830692,DANIEL ELIAS CARVALHO VILELA,DANIEL VILELA,http://www.camara.gov.br/internet/deputado/bandep/144523.jpg,masculino,GO,PMDB,471,3,3215-5471,dep.danielvilela@camara.gov.br,,
160575,2826,Titular,407,5830715,ÉRIKA JUCÁ KOKAY,ERIKA KOKAY,http://www.camara.gov.br/internet/deputado/bandep/160575.jpg,feminino,DF,PT,203,4,3215-5203,dep.erikakokay@camara.gov.br,,
160646,2842,Titular,450,5830383,FERNANDO DESTITO FRANCISCHINI,DELEGADO FRANCISCHINI,http://www.camara.gov.br/internet/deputado/bandep/160646.jpg,masculino,PR,SD,265,3,3215-5265,dep.delegadofrancischini@camara.gov.br,,
178908,3082,Titular,22,5830498,EDER MAURO CARDOSO BARRA,DELEGADO ÉDER MAURO,http://www.camara.gov.br/internet/deputado/bandep/178908.jpg,masculino,PA,PSD,586,3,3215-5586,dep.delegadoedermauro@camara.gov.br,,
178969,3100,Titular,177,5830569,FABIO CRUZ MITIDIERI,FÁBIO MITIDIERI,http://www.camara.gov.br/internet/deputado/bandep/178969.jpg,masculino,SE,PSD,286,3,3215-5286,dep.fabiomitidieri@camara.gov.br,,
74419,1218,Titular,143,5830575,LUIZ GONZAGA PATRIOTA,GONZAGA PATRIOTA,http://www.camara.gov.br/internet/deputado/bandep/74419.jpg,masculino,PE,PSB,430,4,3215-5430,dep.gonzagapatriota@camara.gov.br,,
141427,2368,Titular,238,5830552,FÁBIO AUGUSTO RAMALHO DOS SANTOS,FÁBIO RAMALHO,http://www.camara.gov.br/internet/deputado/bandep/141427.jpg,masculino,MG,PMDB,452,4,3215-5452,dep.fabioramalho@camara.gov.br,,
160572,2721,Titular,150,5830621,JORGE WICKS CÔRTE REAL,JORGE CÔRTE REAL,http://www.camara.gov.br/internet/deputado/bandep/160572.jpg,masculino,PE,PTB,621,4,3215-5621,dep.jorgecortereal@camara.gov.br,,
160654,2765,Titular,262,5830452,RENZO DO AMARAL BRAZ,RENZO BRAZ,http://www.camara.gov.br/internet/deputado/bandep/160654.jpg,masculino,MG,PP,736,4,3215-5736,dep.renzobraz@camara.gov.br,,
74275,1593,Titular,367,5830475,JOSÉ MENTOR GUILHERME DE MELLO NETTO,JOSÉ MENTOR,http://www.camara.gov.br/internet/deputado/bandep/74275.jpg,masculino,SP,PT,502,4,3215-5502,dep.josementor@camara.gov.br,,
178965,3685,Titular,514,5830412,JOAO DERLY DE OLIVEIRA NUNES JUNIOR,JOÃO DERLY,http://www.camara.gov.br/internet/deputado/bandep/178965.jpg,masculino,RS,REDE,901,4,3215-5901,dep.joaoderly@camara.gov.br,,
178967,3689,Titular,485,5830661,JOAO PAULO KARAM KLEINUBING,JOÃO PAULO KLEINÜBING,http://www.camara.gov.br/internet/deputado/bandep/178967.jpg,masculino,SC,PSD,703,4,3215-5703,dep.joaopaulokleinubing@camara.gov.br,,
74650,1928,Titular,222,5830755,BONIFÁCIO JOSÉ TAMM DE ANDRADA,BONIFÁCIO DE ANDRADA,http://www.camara.gov.br/internet/deputado/bandep/74650.jpg,masculino,MG,PSDB,208,4,3215-5208,dep.bonifaciodeandrada@camara.gov.br,,
178887,3758,Titular,81,5830306,RUBENS PEREIRA E SILVA JUNIOR,RUBENS PEREIRA JÚNIOR,http://www.camara.gov.br/internet/deputado/bandep/178887.jpg,masculino,MA,PCdoB,574,3,3215-5574,dep.rubenspereirajunior@camara.gov.br,,
73772,3220,Titular,448,5830423,HERMES PARCIANELLO,HERMES PARCIANELLO,http://www.camara.gov.br/internet/deputado/bandep/73772.jpg,masculino,PR,PMDB,234,4,3215-5234,dep.hermesparcianello@camara.gov.br,,
74749,3297,Titular,252,5830615,MAURO RIBEIRO LOPES,MAURO LOPES,http://www.camara.gov.br/internet/deputado/bandep/74749.jpg,masculino,MG,PMDB,844,4,3215-5844,dep.maurolopes@camara.gov.br,,
141562,2491,Titular,277,5830469,WELINGTON COIMBRA,LELO COIMBRA,http://www.camara.gov.br/internet/deputado/bandep/141562.jpg,masculino,ES,PMDB,801,4,3215-5801,dep.lelocoimbra@camara.gov.br,,
178858,3727,Titular,208,5830558,MARIO SILVIO MENDES NEGROMONTE JUNIOR,MÁRIO NEGROMONTE JR.,http://www.camara.gov.br/internet/deputado/bandep/178858.jpg,masculino,BA,PP,517,4,3215-5517,dep.marionegromontejr@camara.gov.br,,
187008,,Suplente,545,5830836,SILAS FREIRE PEREIRA E SILVA,SILAS FREIRE,http://www.camara.gov.br/internet/deputado/bandep/187008.jpg,masculino,PI,PR,484,3,3215-5484,dep.silasfreire@camara.gov.br,,
191945,,Suplente,557,5830849,JOSÉ AUGUSTO NALIN,ZÉ AUGUSTO NALIN,http://www.camara.gov.br/internet/deputado/bandep/191945.jpg,masculino,RJ,PMDB,302,4,3215-5302,dep.zeaugustonalin@camara.gov.br,,
141517,2444,Suplente,560,5830852,PAULO HENRIQUE ELLERY LUSTOSA DA COSTA,PAULO HENRIQUE LUSTOSA,http://www.camara.gov.br/internet/deputado/bandep/141517.jpg,masculino,CE,PP,911,4,3215-5911,dep.paulohenriquelustosa@camara.gov.br,,
160566,2845,Suplente,567,5830863,NELSON PADOVANI,NELSON PADOVANI,http://www.camara.gov.br/internet/deputado/bandep/160566.jpg,masculino,PR,PSDB,513,4,3215-5513,dep.nelsonpadovani@camara.gov.br,,
194259,,Suplente,572,5830874,GUILHERME CRUZ DE SOUZA COELHO,GUILHERME COELHO,http://www.camara.gov.br/internet/deputado/bandep/194259.jpg,masculino,PE,PSDB,583,3,3215-5583,dep.guilhermecoelho@camara.gov.br,,
194258,,Suplente,571,5830873,CLEUZA PEREIRA DO NASCIMENTO,CREUZA PEREIRA,http://www.camara.gov.br/internet/deputado/bandep/194258.jpg,feminino,PE,PSB,662,4,3215-5662,dep.creuzapereira@camara.gov.br,,
194261,,Titular,577,5830886,CAJAR ONESIMO RIBEIRO NARDES,CAJAR NARDES,http://www.camara.gov.br/internet/deputado/bandep/194261.jpg,masculino,RS,PR,379,3,3215-5379,dep.cajarnardes@camara.gov.br,,
195143,,Titular,583,5830902,ANDRÉ AUGUSTO CASTRO DO AMARAL FILHO,ANDRÉ AMARAL,http://www.camara.gov.br/internet/deputado/bandep/195143.jpg,masculino,PB,PMDB,276,3,3215-5276,dep.andreamaral@camara.gov.br,,
195997,,Suplente,587,5830906,POLLYANA FATIMA GAMA SANTOS,POLLYANA GAMA,http://www.camara.gov.br/internet/deputado/bandep/195997.jpg,feminino,SP,PPS,921,4,3215-5921,dep.pollyanagama@camara.gov.br,,
141522,2418,Titular,589,5830908,RAIMUNDO SABINO CASTELO BRANCO MAUÉS,SABINO CASTELO BRANCO,http://www.camara.gov.br/internet/deputado/bandep/141522.jpg,masculino,AM,PTB,474,3,3215-5474,dep.sabinocastelobranco@camara.gov.br,,
171620,2976,Titular,590,5830909,RENATO BARBOSA DE ANDRADE,RENATO ANDRADE,http://www.camara.gov.br/internet/deputado/bandep/171620.jpg,masculino,MG,PP,483,3,3215-5483,dep.renatoandrade@camara.gov.br,,
195866,,Titular,591,5830910,FRANCISCO VAIDON OLIVEIRA,VAIDON OLIVEIRA,http://www.camara.gov.br/internet/deputado/bandep/195866.jpg,masculino,CE,DEM,570,3,3215-5570,dep.vaidonoliveira@camara.gov.br,,
196357,,Suplente,594,5830913,DEJORGE PATRICIO DA SILVA,DEJORGE PATRÍCIO,http://www.camara.gov.br/internet/deputado/bandep/196357.jpg,masculino,RJ,PRB,714,4,3215-5714,dep.dejorgepatricio@camara.gov.br,,
160581,2860,Suplente,597,5830916,ASSIS FLÁVIO DA SILVA MELO,ASSIS MELO,http://www.camara.gov.br/internet/deputado/bandep/160581.jpg,masculino,RS,PCdoB,625,4,3215-5625,dep.assismelo@camara.gov.br,,
129618,2070,Titular,100,5830366,MARIA GORETE PEREIRA,GORETE PEREIRA,http://www.camara.gov.br/internet/deputado/bandep/129618.jpg,feminino,CE,PR,206,4,3215-5206,dep.goretepereira@camara.gov.br,,
160660,2808,Suplente,522,5830805,MARCELO THEODORO DE AGUIAR,MARCELO AGUIAR,http://www.camara.gov.br/internet/deputado/bandep/160660.jpg,masculino,SP,DEM,367,3,3215-5367,dep.marceloaguiar@camara.gov.br,,
181316,,Suplente,538,5830829,ELIZEU DIONIZIO SOUZA  DA SILVA,ELIZEU DIONIZIO,http://www.camara.gov.br/internet/deputado/bandep/181316.jpg,masculino,MS,PSDB,531,4,3215-5531,dep.elizeudionizio@camara.gov.br,,
193066,,Suplente,562,5830858,WILSON SILVA BESERRA,WILSON BESERRA,http://www.camara.gov.br/internet/deputado/bandep/193066.jpg,masculino,RJ,PMDB,467,3,3215-5467,dep.wilsonbeserra@camara.gov.br,,
